"Name","GlobalID","VisualLevel","Deprecated","TID","InfoTID","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","DeathShowTimeMS","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","DeployEffect2","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","TargetableByGroundAndAir","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","IsTotem","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DieDamageAffectsAir","NoDieDamageForSuicide","DisableProduction","CantBeEjected","SecondaryTroop","DontSpawnSecondaryWhenEjected","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","SecondaryTroopPattern","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","PushbackAfterHit","Pushback","PushbackTime","PushbackHousingLimit","SummonTroop","SummonTroopCount","SummonTime","SummonCooldown","SummonEffect","SummonLimit","SummonLevel","SummonDelay","ConsumeDebrisOnSummon","DebrisSummonCompletionTime","SummonPattern","SpawnIdle","SpawnOnAttack","StrengthWeight","AuraSpell","AuraSpellLevel","SpawnWhenDamaged","SpawnWhenDamagedEffect","JumpHeightPercent","NoClipping","Squad","WallMovementCost","BurstCount","BurstDelay","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","UndergroundEffect","UnderwaterEffect","MovingEffect","BecomesTargetableEffect","HideEffect","VillageType","UnitsInCamp","DisableDonate","ScaleByTH","EnabledByCalendar","EnabledBySuperLicence","LoseHpPerTick","LoseHpInterval","LoseHpEffect","UpgradeLevelByTH","UnlockByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget","RetargetAfterHit","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","DamageMultiplierTarget","DamageMultiplierPercent","FrostOnHitTime","FrostOnHitPercent","DoesNotOpenCC","DefensiveTroop","DamageReductionToStorages","BunkerTroops","BunkerTroopCount1","BunkerTroopCount2","BunkerDegenerationTime","BunkerSpawnDist","HeroDamageMultiplier","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","ImmuneToHealing","PreferHeroes","ForceRetaliation","HealerWeight","DefaultSkin","DefenseBonus","SmoothJump","SpecialAbilities","SpecialAbilitiesLevel","ReflectsDamage","AvoidNoiseInAttackPositionSelection","CarryOverToNextStage","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","MergeToCharacter","MergeSearchRadius","MergeEffect","SplitEffect","InheritHealthPercentage","PreviewScenario","AltPreviewScenario","StatBars","MaxSearchRadiusForDefender","AlertRadius","TargetKilledCooldownTimer","SpawnAllianceTroopsWithBunkerTroops","MakeCreator","TargetAlwaysValidDuringAttack","ColorMulR","ColorMulG","ColorMulB","DiesWhenSpawnLimitReached","SummonLifetimeLimit"
"Witch",4000015,1,,"TID_WARLOCK","TID_CHARACTER_INFO_WARLOCK",12,5,1,150,300,48,,"DarkElixir",20000,400,700,,100,1,30,,,"sc/ui.sc","icon_unit_witch","unit_witch_big","sc/info_witch.sc",,"Witch_projectile",,,,,"Warlock Deploy",,"Warlock Attack",,"Warlock Hit",,"FALSE","TRUE","TRUE",,,"Warlock Die",,"Necromancer_lvl1","Dark Barracks","FALSE",,,0,"DarkTombStone",,,,,,,,,,,,,150,,,,,,,,,"Skeleton",4,875,7000,"Warlock Summon",6,1,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,1200,200,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TroopGroundAny3",,"HitPoints;DamagePerSecond;MaxSummonedUnitsCount;DamageType;TargetType;MovementSpeed;HousingSpace;UnitsSpawnedLevel;Range",,,,,,,,,,,
,,2,,,,,,7,,320,72,,,29000,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl1",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4,875,7000,,8,1,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,8,,400,84,,,45000,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl2",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4,875,7000,,10,1,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,9,,470,96,,,62500,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl2",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4,875,7000,,12,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,10,,520,132,,,150000,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl3",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4,875,7000,,14,1,,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,13,,540,174,,,180000,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl4",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4,875,7000,,15,1,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,14,,560,372,,,355000,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl7",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,5,875,7000,,16,1,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,16,,650,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necromancer_lvl8",,,,,,,,,,,,,,,,,,,150,,,,,,,,,,5,875,7000,,16,2,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skeleton",4000016,1,,"TID_SKELETON","TID_CHARACTER_INFO_SKELETON",1,1,1,300,30,,,,,40,1000,,25,1,,,,,,"unit_skeletonwarrior_big","sc/info_witch.sc",,,,,,,"Skeleton Deploy",,"Skeleton Attack",,"Skeleton Hit",,"FALSE","FALSE","TRUE",,,"Skeleton Die",,"Skeleton",,"FALSE",,,0,,,,,,,,"TRUE",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,50,100,,"FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"SecondaryTroop",,,,,,,,,,,,,
,,2,,,,,,,,45,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skeleton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lava Hound",4000017,1,,"TID_AD_SEEKER","TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION",30,6,1,250,6100,48,,"DarkElixir",14000,25,2000,,10,1,,,,"sc/ui.sc","icon_unit_tiny","unit_tiny_big","sc/info_tiny.sc",,"hound_projectile",,"Air Defense",,,"Tiny Deploy",,"Tiny Attack",,"Tiny Hit",,"TRUE","FALSE","TRUE",,,"Tiny Die",,"ADSeeker_lvl1","Dark Barracks","FALSE",,,100,"DarkTombStone",100,120,,,,,,,"Lava Pup",,,8,350,,"TRUE",,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,950,3000,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defensive Lava Hound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TroopLavaHound",,,,,,,,,,,,,
,,2,,,,,,7,,6500,60,,,21500,,,,12,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl2",,,,,,,150,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,8,,6800,72,,,42500,,,,14,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl3",,,,,,,200,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,9,,7200,96,,,60000,,,,16,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl4",,,,,,,250,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,10,,7600,168,,,80000,,,,18,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl5",,,,,,,300,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,11,,8000,192,,,200000,,,,20,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl6",,,,,,,350,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,14,,8500,366,,,345000,,,,22,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl7",,,,,,,400,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,16,,9500,,,,,,,,24,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl8",,,,,,,450,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lava Pup",4000018,1,,"TID_AD_SEEKER_FRAG","TID_CHARACTER_INFO_AD_SEEKER_FRAG",1,1,1,400,50,,,,,225,1000,,35,1,,,,,,"unit_tinymites_big","sc/info_tiny.sc",,"tinyhound_projectile",,,,,,,"Tinymite Attack",,"Tinymite Hit",,"TRUE","TRUE","TRUE",,,"Tinymite Die",,"TinyBaby_lvl1",,"FALSE",,,100,"DarkTombStone",,,,,,,"TRUE",,,,"TRUE",,,,,"TRUE",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,50,100,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SecondaryTroop",,,,,,,,,,,,,
"Defensive Lava Hound",4000077,1,,"TID_AD_SEEKER","TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION",30,,,250,6100,,,,,25,2000,,10,1,,,,"sc/ui.sc","icon_unit_tiny","unit_tiny_big","sc/info_tiny.sc",,"hound_projectile",,"Air Defense",,,"Tiny Deploy",,"Tiny Attack",,"Tiny Hit",,"TRUE","FALSE","TRUE",,,"Tiny Die",,"ADSeeker_lvl1",,"FALSE",,,100,"DarkTombStone",100,120,,,,,"TRUE",,"Lava Pup",,,8,350,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,950,3000,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TroopLavaHound",,,,,,,,,,,,,
,,2,,,,,,,,6500,,,,,,,,12,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl2",,,,,,,150,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,6800,,,,,,,,14,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl3",,,,,,,200,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,7200,,,,,,,,16,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl4",,,,,,,250,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,7600,,,,,,,,18,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl5",,,,,,,300,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,8000,,,,,,,,20,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl6",,,,,,,350,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,8500,,,,,,,,22,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl7",,,,,,,400,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,9500,,,,,,,,24,,,,,,,,,,,,,,,,,"Tiny Attack",,,,,,,,,,,"ADSeeker_lvl7",,,,,,,450,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bowler",4000022,1,,"TID_BOWLER","TID_CHARACTER_INFO_BOWLER",6,7,1,175,325,48,,"DarkElixir",32500,300,2200,,60,1,30,,,"sc/ui.sc","icon_unit_troll","unit_troll_big","sc/info_troll.sc",,"trollBoulder_lvl1",,,,,"Troll Deploy",,,,"trollBoulderHit","trollBoulderHit_dust_lvl1","FALSE","FALSE","TRUE",,,"Wizard Die",,"Troll_lvl1","Dark Barracks","FALSE",,,0,"DarkTombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,2,600,500,1100,"TRUE",400,,,,,,,"trollAttack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TroopBowler",,,,,,,,,,,,,
,,2,,,,,,8,,375,60,,,44000,,,,72,,,,,,,,,,"trollBoulder_lvl1",,,,,,,,,,"trollBoulderHit_dust_lvl1",,,,,,,,"Troll_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,9,,420,72,,,62500,,,,84,,,,,,,,,,"trollBoulder_lvl2",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,10,,470,96,,,85000,,,,96,,,,,,,,,,"trollBoulder_lvl3",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,11,,505,144,,,110000,,,,102,,,,,,,,,,"trollBoulder_lvl5",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,12,,530,168,,,145000,,,,108,,,,,,,,,,"trollBoulder_lvl6",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,13,,565,180,,,175000,,,,114,,,,,,,,,,"trollBoulder_lvl7",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,14,,600,240,,,260000,,,,126,,,,,,,,,,"trollBoulder_lvl8",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,15,,700,360,,,360000,,,,140,,,,,,,,,,"trollBoulder_lvl9",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,16,,860,,,,,,,,160,,,,,,,,,,"trollBoulder_lvl10",,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,"Troll_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Golem",4000058,1,,"TID_ICEGOLEM","TID_CHARACTER_INFO_ICEGOLEM",15,8,1,150,2600,48,,"DarkElixir",27500,100,2000,,24,1,,,,"sc/ui.sc","icon_unit_iceGolem","unit_ice_golem_big","sc/info_ice_golem.sc",,,,,"Defense",,"Icegolem Deploy",,,,"ps_chr_icegolem_hit",,"FALSE","FALSE","TRUE",,,"Giant Die",,"IceGolem_lvl1","Dark Barracks","FALSE",,,0,"DarkTombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,600,500,,"TRUE",,,,,,,,"Icegolem Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,50,,"Defensive Ice Golem",,,,,,,,,,,,,,1,,,,"IceGolemOnDeath","1",,,,,,,,,,,,,"TroopIceGolem",,,,,,,,,,,,,
,,2,,,,,,9,,2800,60,,,42500,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IceGolem_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,9,,3000,78,,,50000,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IceGolem_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,10,,3200,96,,,62500,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IceGolem_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,10,,3400,156,,,110000,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IceGolem_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,12,,3600,180,,,140000,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IceGolem_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,
